image,text
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.18.04 PM.jpeg,امریکی صدر کا کہنا ہے کہ ایران کی قیادت نے مذاکرات کی خواہش ظاہر کی ہے تاہم ان کے بقول اگر حالات نے مجبور کیا تو امریکہ ملاقات سے پہلے بھی اقدام کر سکتا ہے جبکہ ایران میں حکومت مخالف مظاہرے شدت اختیار کر چکے ہیں۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.18.51 PM.jpeg,9 مئی کو ریڈیو پاکستان پر حملے میں سہیل آفریدی کی موجودگی کی تصدیق۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.20.16 PM.jpeg,معاہدے کے تحت جدید اور مربوط کرکٹ انفرا اسٹرکچر کی تعمیر کے علاوہ سعودی عرب میں کرکٹ کے فروغ، نوجوان کھلاڑیوں کی تربیت اور انہیں نئے مواقع فراہم کرنے پر بھی توجہ دی جائے گی۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.21.36 PM.jpeg,چین، انڈیا اور عراق اربوں ڈالر کے منجمد ایرانی اثاثے کیوں بحال نہیں کر پاتے؟
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.22.11 PM.jpeg,سال 2025 کے بارے میں درج کرائی گئی مالیاتی رپورٹ کے مطابق امریکی صدر ڈونلڈ ٹرمپ نے ایک سال میں کرپٹو کرنسی کے کاروبار کے ذریعے ایک ارب ڈالر سے زیادہ رقم کمائی۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.22.27 PM.jpeg,927 صفحات پر مشتمل ان انکشافات میں انہوں نے ’سیلیبریشن کوائنز‘ نامی ایک کمپنی سے 635 ملین ڈالر رائلٹی کی مد میں موصول ہونا ظاہر کیے۔ یہ سمجھا جاتا ہے کہ ٹرمپ میم کوائن کے پیچھے یہی کمپنی ہے۔ اس میم کوائن کی قدر میں ٹرمپ کے اقتدار سنبھالنے سے چند دن پہلے تیزی آئی اور بعد میں نمایاں کمی آئی۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.23.03 PM.jpeg,ٹرمپ نے ورلڈ لبرٹی فنانشل سے 500 ملین ڈالر سے زیادہ آمدن بھی ظاہر کی۔ یہ ایک کرپٹو کرنسی فرم ہے جسے ان کے بیٹوں اور ان کے خصوصی ایلچی سٹیو وٹکوف کے بچوں نے قائم کیا تھا۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.23.34 PM.jpeg,وائٹ ہاؤس نے اس بات کی تردید کی کہ ڈونلڈ ٹرمپ صدارت سے مالی فائدہ حاصل کر رہے ہیں۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.24.01 PM.jpeg,ٹرمپ نے بدھ کو کہا کہ سٹاک مارکیٹوں میں بہتر ہوتے رجحانات سے ’ہر کوئی‘ فائدہ اٹھا رہا ہے اور یہ کہ وہ اپنے ذاتی مالی معاملات میں مداخلت نہیں کرتے۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.24.40 PM.jpeg,وائٹ ہاؤس کی نائب پریس سیکریٹری اینا کیلی نے کہا کہ صدر نے فخر سے امریکہ کو ’دنیا کا کرپٹو دارالحکومت‘ بنایا۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.25.03 PM.jpeg,سعودی وزیر داخلہ عبدالعزیز بن سعود بن نایف کی جانب سے جاری کیے گئے بیان میں کہا گیا ہے کہ ’ہم نے دونوں ممالک کے درمیان سکیورٹی تعاون کو مضبوط بنانے کے لیے اپنے مشترکہ عزم کا اعادہ کیا اور سکیورٹی کے شعبے میں ایک مفاہمت کی یادداشت پر دستخط کیے۔‘
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.25.41 PM.jpeg,شہباز شریف ایرانی سپریم لیڈر آیت اللہ خامنہ ای کی نماز جنازہ میں شرکت کریں گے: دفتر خارجہ
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.25.59 PM.jpeg,پاکستان کے صوبہ خیبرپختونخوا میں حالیہ تیز بارشوں، آندھی اور فلیش فلڈ کے نتیجے میں مختلف حادثات میں چھ افراد ہلاک اور 19 زخمی ہوگئے، جبکہ 38 گھروں کو نقصان پہنچا ہے۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.27.39 PM.jpeg,پاکستان کی وزارتِ خارجہ کے مطابق دوحہ میں پاکستان اور قطر کے ثالثوں نے امریکہ اور ایران کے مذاکرات کاروں سے الگ الگ ملاقاتیں کی ہیں۔ بیان میں کہا گیا ہے کہ مذاکرات کا اگلا دور ایرانی رہبر اعلیٰ آیت اللہ علی خامنہ ای کے جنازے کے بعد ہوگا۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.27.52 PM.jpeg,امریکی فوج نے اعلان کیا ہے کہ بدھ کے روز بحیرہ عرب میں ایک ’ایم ایچ 60 ایس‘ سی ہاک ہیلی کاپٹر کی ہنگامی لینڈنگ کے بعد ایک امریکی سروس ممبر لاپتہ ہو گیا جبکہ تین دیگر اہلکار زخمی ہوئے۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.28.18 PM.jpeg,امریکہ کے نائب صدر جے ڈی وینس نے کہا ہے کہ صدر ٹرمپ کسی واضح اور متعین مقصد کے بغیر ایران میں فوجی کارروائیاں دوبارہ شروع کرنے کے حق میں نہیں ہیں۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.29.43 PM.jpeg,قطری وزارتِ خارجہ کے مطابق پاکستان اور قطر کے ثالثوں نے بدھ کو امریکہ اور ایران کے مذاکرات کاروں کے ساتھ الگ الگ ملاقاتیں مکمل کر لی ہیں۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.30.31 PM.jpeg,ایرانی پارلیمان کے سپیکر محمد باقر قالیباف نے کہا ہے کہ ایران کے جن جوہری مراکز کو بمباری سے نقصان پہنچا ہے، وہاں عالمی توانائی ایجنسی کے معائنہ کاروں کو رسائی کی کسی صورت اجازت نہیں دی جائے گی۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.30.45 PM.jpeg,سعودی عرب کے وزیر داخلہ نے پاکستانی ہم منصب محسن نقوی کے ہمراہ سکیورٹی کے شعبے میں دونوں ممالک کے درمیان تعاون کو فروغ دینے کے لیے ریاض میں مفاہمتی یادداشت پر دستخط کیے ہیں۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.32.37 PM.jpeg,لاہور کے علاقے باغبانپورہ میں زیر تعمیر عمارت کی دیوار گرنے سے ایک بچہ ہلاک جبکہ چار افراد زخمی ہو گئے ہیں۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.33.31 PM.jpeg,ریسکیو 1122 کے مطابق باغبانپورہ ویمن کالج روڈ کے علاقے میں واقع عمارت میں ایک کمرے کی چھت ٹی آر گارڈر کی بنی تھی۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.34.00 PM.jpeg,ریسکیو 1122 کا کہنا ہے کہ پانچ افراد کو ہسپتال منتقل کیا گیا جن میں ایک آٹھ سالہ بچے کی حالت تشویشناک تھی جو ہسپتال میں دم توڑ گیا۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.34.39 PM.jpeg,ریسکیو کے مطابق تاحال بچے کی شناخت نہیں ہو سکی، تاہم دیگر زخمی افراد میں 35 سالہ خضر، 38 سالہ شکیل، 32 سالہ عبد الطیف اور 42 سالہ نذیر شامل ہیں۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.35.01 PM.jpeg,"جہاز رانی سے متعلق یونینوں اور کمپنیوں نے اعلان کیا ہے کہ آبنائے ہرمز کو کم از کم اگلے آٹھ دن تک ’جنگی آپریشنز زون‘ تصور کیا جائے گا۔

یہ فیصلہ ایران اور امریکہ کے درمیان جنگ بندی کے باوجود دو بحری جہازوں پر حالیہ حملوں کے بعد کیا گیا ہے۔

بیان کے مطابق آبنائے ہرمز کم از کم نو جولائی تک ’جنگی آپریشنز زون‘ رہے گی، جبکہ صورتحال کا ہفتہ وار جائزہ لیا جائے گا۔"
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.35.12 PM.jpeg,بی بی سی فارس کے مطابق انٹرنیشنل ٹرانسپورٹ ورکرز فیڈریشن اور جہاز مالکان کی نمائندہ تنظیم جوائنٹ نیگوشیئنگ گروپ نے اپنے مشترکہ بیان میں کہا ہے کہ یہ فیصلہ ’انسانی زندگی کو درپیش سنگین اور مسلسل خطرات اور خطے میں تیزی سے بدلتی صورتحال‘ کے پیش نظر کیا گیا۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.35.24 PM.jpeg,بی بی سی فارسی نے خبر رساں ادارے اے ایف پی کا حوالے دیتے ہوئے بتایا کہ مذاکرات سے واقف ایک ذریعے کے مطابق اگر گزشتہ جمعرات کے بعد دو مختلف دنوں میں بحری جہازوں کو نشانہ نہ بنایا جاتا اور آمدورفت معمول کے مطابق رہتی تو اس ہفتے درجہ بندی پر نظرِ ثانی ممکن تھی۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.35.52 PM.jpeg,یاد رہے کہ آبنائے ہرمز کو پہلی بار پانچ مارچ کو جنگی آپریشن زون کی کیٹیگری میں شامل کیا گیا تھا جب توانائی بردار بحری جہازوں کو نشانہ بنایا گیا تھا۔
raw/newspaper/screenshots/WhatsApp Image 2026-07-02 at 3.49.41 PM.jpeg,یہ درجہ بندی ان بحری جہازوں پر لاگو ہوتی ہے جن کے مالکان انٹرنیشنل بارگیننگ فورم کے لیبر معاہدوں کا حصہ ہیں، اور ایسے جہازوں کی تعداد دنیا بھر میں تقریباً 15 ہزار ہے۔
raw/synthetic/synthetic/00ae7679-3e15-4161-ad25-06d03f539f9a.jpg,صبر کا پھل میٹھا ہوتا ہے
raw/synthetic/synthetic/06258762-3e93-4fb5-9856-666715544b0d.jpg,تعلیم ہر انسان کا حق ہے
raw/synthetic/synthetic/06bf5d08-9508-4cfe-9c56-77e6e0542b3b.jpg,دوستی ایک انمول رشتہ ہے
raw/synthetic/synthetic/1dafb89e-a9ee-4e46-8a0b-38776f777dfb.jpg,پانی زندگی کی بنیاد ہے
raw/synthetic/synthetic/21ecbd37-a9bb-4e8b-8c53-2471ffc288b6.jpg,خوشی بانٹنے سے بڑھتی ہے
raw/synthetic/synthetic/27333b38-8eb5-469e-96d8-21fe2e9bb110.jpg,کراچی پاکستان کا سب سے بڑا شہر ہے
raw/synthetic/synthetic/3a07ff17-e297-4e55-bf13-d706d43ff6da.jpg,محبت سے دل جیتے جاتے ہیں
raw/synthetic/synthetic/58208c93-88aa-44a8-9c26-83e8c5a5280f.jpg,ورزش صحت کے لیے ضروری ہے
raw/synthetic/synthetic/6aed97fb-773d-4820-bdc7-4f4380438fb6.jpg,استاد قوم کا معمار ہوتا ہے
raw/synthetic/synthetic/8bdd3dc8-8776-43d6-9e17-0eb3a480d5af.jpg,اردو ہماری قومی زبان ہے
raw/synthetic/synthetic/9612b72d-637e-4f48-85e2-00e0cdd71890.jpg,وقت کی قدر کرو
raw/synthetic/synthetic/9ce4e525-86c0-4b71-8d90-574492e056f7.jpg,محنت کامیابی کی کنجی ہے
raw/synthetic/synthetic/a50c5ee4-4976-4ec7-b021-3cbb24625d26.jpg,کتاب انسان کی بہترین دوست ہے
raw/synthetic/synthetic/bf7b505b-471b-4799-bd65-5c3beab81505.jpg,ایمانداری بہترین پالیسی ہے
raw/synthetic/synthetic/c0d34bad-1740-4269-92fa-a48519f31d7e.jpg,پاکستان زندہ باد
raw/synthetic/synthetic/d20ce7c3-e893-4857-8210-c361fe9a1f0f.jpg,آج کا موسم خوشگوار ہے
raw/synthetic/synthetic/d4e83e36-8f2c-44c6-bf8f-439b15c19aeb.jpg,سچائی ہمیشہ فتح یاب ہوتی ہے
raw/synthetic/synthetic/d83e4fba-2dd6-4506-b7da-1db857bc4291.jpg,علم انسان کو روشنی دیتا ہے
raw/synthetic/synthetic/f080f490-9f0b-4dc8-aec8-117bb9523f33.jpg,درخت لگانا نیکی کا کام ہے
raw/synthetic/synthetic/f5c9b1cf-b66e-408f-85bd-1a7093ffd9b5.jpg,صحت ہی اصل دولت ہے
raw/ravi/ءاس.png,ءاس
raw/ravi/ءاسلام.png,ءاسلام
raw/ravi/آؤ.png,آؤ
raw/ravi/آؤلی.png,آؤلی
raw/ravi/آاور.png,آاور
raw/ravi/آب.png,آب
raw/ravi/بآسانی.png,بآسانی
raw/ravi/بآور.png,بآور
raw/ravi/تئیس.png,تئیس
raw/ravi/تا.png,تا
raw/ravi/ثا.png,ثا
raw/ravi/ثاب.png,ثاب
raw/ravi/جا.png,جا
raw/ravi/جاء.png,جاء
raw/ravi/حا.png,حا
raw/ravi/حات.png,حات
raw/ravi/خا.png,خا
raw/ravi/خاب.png,خاب
raw/ravi/دآبادی.png,دآبادی
raw/ravi/دا.png,دا
raw/ravi/ذئبہ.png,ذئبہ
raw/ravi/ذئبہ_احمراری.png,ذئبہ_احمراری
raw/ravi/رآباد.png,رآباد
raw/ravi/رآر.png,رآر
raw/ravi/زا.png,زا
raw/ravi/زاب.png,زاب
raw/ravi/سا.png,سا
raw/ravi/سائنس.png,سائنس
raw/ravi/شا.png,شا
raw/ravi/شاء.png,شاء
raw/ravi/صآرفین.png,صآرفین
raw/ravi/صا.png,صا
raw/ravi/ضا.png,ضا
raw/ravi/ضابط.png,ضابط
raw/ravi/طا.png,طا
raw/ravi/طاب.png,طاب
raw/ravi/ظاری.png,ظاری
raw/ravi/ظاعن.png,ظاعن
raw/ravi/عا.png,عا
raw/ravi/عاب.png,عاب
raw/ravi/غاؤن.png,غاؤن
raw/ravi/غائب.png,غائب
raw/ravi/فا.png,فا
raw/ravi/فاء.png,فاء
raw/ravi/قا.png,قا
raw/ravi/قاب.png,قاب
raw/ravi/لآخر.png,لآخر
raw/ravi/لا.png,لا
raw/ravi/مء.png,مء
raw/ravi/مآب.png,مآب
raw/ravi/نا.png,نا
raw/ravi/ناآشنا.png,ناآشنا
raw/ravi/وآخرت.png,وآخرت
raw/ravi/وآرایم.png,وآرایم
raw/ravi/ٹا.png,ٹا
raw/ravi/ٹاب.png,ٹاب
raw/ravi/پا.png,پا
raw/ravi/پاامن.png,پاامن
raw/ravi/چا.png,چا
raw/ravi/چائے.png,چائے
raw/ravi/ڈآلر.png,ڈآلر
raw/ravi/ڈا.png,ڈا
raw/ravi/ڑا.png,ڑا
raw/ravi/ڑالر.png,ڑالر
raw/ravi/ژا.png,ژا
raw/ravi/ژائیں.png,ژائیں
raw/ravi/كا.png,كا
raw/ravi/كابینہ.png,كابینہ
raw/ravi/گء.png,گء
raw/ravi/گا.png,گا
raw/ravi/هانی.png,هانی
raw/ravi/هذلول.png,هذلول
raw/ravi/یا.png,یا
raw/ravi/یاا.png,یاا
raw/handwritten/Hand_written_images/Hand_written_image1.jpeg,جنت اور دوزخ کے حق دار
raw/handwritten/Hand_written_images/Hand_written_image10.jpeg,سورۃ طٰہٰ (مضامین)
raw/handwritten/Hand_written_images/Hand_written_image2.jpeg,علماء کی تلقین
raw/handwritten/Hand_written_images/Hand_written_image3.jpeg,ایمان کی دعوت
raw/handwritten/Hand_written_images/Hand_written_image4.jpeg,جہاد کی اجازت
raw/handwritten/Hand_written_images/Hand_written_image5.jpeg,سورۃ الحج (مضامین)
raw/handwritten/Hand_written_images/Hand_written_image6.jpeg,اس سورت کا مرکزی مضمون یہ ہے کہ اس میں حج کی فرضیت، حج
raw/handwritten/Hand_written_images/Hand_written_image7.jpeg,سورۃ طٰہٰ میں حضرت موسیٰ کی زندگی کے مراحل بیان کیے گئے ہیں
raw/handwritten/Hand_written_images/Hand_written_image8.jpeg,حضرت موسیٰ کی زندگی کے مراحل
raw/handwritten/Hand_written_images/Hand_written_image9.jpeg,اس سورت کا مرکزی مضمون یہ ہے کہ اس میں دین کے بنیادی حقائق، جیسے اللہ تعالیٰ کی وحدانیت اور قدرت، نبوت اور مرنے کے بعد دوبارہ زندہ کیے جانے اور اعمال کی جزا اور سزا ملنے پر یقین کو مختلف دلائل سے ثابت کیا گیا ہے اور اس سورت میں درج ذیل حیرت انگیز باتیں بیان کی گئی ہیں:
raw/jang/Jang_newspaper_images/jang_image1.jpeg,مولانا نے ایسی کون سی بات کی جس پر معافی کا مطالبہ کیا جائے، جیو آئی
raw/jang/Jang_newspaper_images/jang_image10.jpeg,آپریشن ناگزیر، طلبا، خواتین کو انسانی ڈھال بنایا جا رہا ہے، سیکٹری داخلہ
raw/jang/Jang_newspaper_images/jang_image2..jpeg,چھوٹے دکانداروں کے لیے ایک فیصد فکسڈ ٹیکس اسکیم کا مسودہ جاری
raw/jang/Jang_newspaper_images/jang_image3.jpeg,اسلام آباد ہائیکورٹ نے UGDCL کیخلاف گیس لیوی کے اقدامات کالعدم قرار دیئے
raw/jang/Jang_newspaper_images/jang_image4.jpeg,سندھ حکومت کی کارروائیوں کے باوجود آٹے کی قیمت میں کمی نہ آسکی
raw/jang/Jang_newspaper_images/jang_image5.jpeg,حکومت کا ایندھن کی قیمتوں کا روزانہ بنیاد پر تعین کا فیصلہ متوقع
raw/jang/Jang_newspaper_images/jang_image6.jpeg,خیبر پختونخوا کے پولیس افسر محمد اقبال تبدیل؛ انٹیلی جنس بیورو میں تعیناتی
raw/jang/Jang_newspaper_images/jang_image7.jpeg,ٹورنٹو، کینیڈا(شکیل یامین کانگا) پیڈرو پورو اور میکیل اویار سبال کی شاندار کارکردگی کی بدولت اسپین ٹاپ فیورٹ فرانس کو 0-2 کی شکست دیکر فیفا ورلڈ کپ فٹ بال کے فائنل میں پہنچ گیا۔ اسپین کی یہ فیفا ورلڈ کپ فٹ بال کے فائنل میں دوسری بار سری سائی ہے اس سے قبل اس نے 2010 میں اس ٹورنامنٹ جیتنے کااعزاز حاصل کیا تھا۔ ڈیلاس اسٹیڈیم میں میچ کے آغاز سے ہی اسپنش کھلاڑیوں نے فرانس کے گول پر حملے کئے۔ 21ویں منٹ میں لامین یمال کو ڈی میں گرانے پر ریفری نے پنلٹی دی جس پر میکیل اویار سبال نے گول کر کے ٹیم کو برتری دلا دی۔ دوسرے ہاف میں بھی اسپین کی ٹیم کھیل پر چھائی رہی اور 58ویں منٹ میں پیڈرو پورونے گول کرکے ٹیم کی 0-2 کی کامیابی کو یقینی بنایا۔
raw/jang/Jang_newspaper_images/jang_image8.jpeg,فیورٹ فرانس کو شکست، اسپین فٹبال ورلڈکپ فائنل میں پہنچ گیا
raw/jang/Jang_newspaper_images/jang_image9.jpeg,اسلام آباد (فاروق اقدس) نائب وزیراعظم و وزیر خارجہ اسحاق ڈار کی پاکستان پیپلز پارٹی کے چیئرمین بلاول بھٹو سے جو سابق وزیر خارجہ بھی ہیں ایوان صدر میں ہونے والی ملاقات کے حوالے سے دفتر خارجہ کی جانب سے مختصر بیان کے مطابق ملاقات میں ملک کی مجموعی صورت حال پر تبادلہ خیال، گلگت بلتستان اور آزاد جموں و کشمیر سے متعلق معاملات بھی زیر بحث آئے لیکن ملاقات کے حوالے سے موضوعِ بحث یہ بنا کہ اس ملاقات کے لیے ایوان صدر کا انتخاب کیوں کیا گیا، جبکہ یہ ملاقات ایوان صدر سے چند منٹوں کی مسافت پر وزارتِ خارجہ میں نائب وزیراعظم و وزیر خارجہ کے دفتر میں بھی ہو سکتی تھی۔ ہو نہ ہو، کیونکہ دیکھنے میں تو یہی آیا ہے کہ ایوان صدر میں ہونے والی ملاقاتیں ایوان صدر کے میکس کے ساتھ ہی ہوتی ہیں یا پھر ان کی موجودگی میں، لیکن اس بارے میں بھی لاعلمی ہے چونکہ صدر آصف زرداری اسلام آباد میں ہی موجود تھے تو کیا اس ملاقات میں غیر اعلانیہ طور پر وہ بھی شامل تھے۔
raw/printed/Printed_Text_images/Printed_text_image1.jpeg,لفظ ''ردیف'' کے لغوی معنی ہیں: گھڑ سوار کے پیچھے بیٹھنے والا آدمی مگر شعری اصطلاح میں قافیہ کے بعد آنے والے وہ لفظ یا الفاظ جو گروہوں کے توں دُہرائے جائیں، ردیف کہلاتے ہیں۔ جیسے مرزا غالب کی متندکرہ غزل کی ردیف ''کیا ہے'' کو نیلے رنگ سے نمایاں کیا گیا ہے اور علامہ اقبال کی شامل کتاب نظم ''جاوید'' کے نام ''ردیف'' ہے پیدا کر''۔
raw/printed/Printed_Text_images/Printed_text_image10.jpeg,سورۃ الحج
raw/printed/Printed_Text_images/Printed_text_image2.jpeg,-قفل کھول کر مکان کے اندر پہنچا اور سوچنے لگا کہ فی الحال اس کتبہ کو کہاں رکھوں۔ اس کے ایک حصہ مکان میں دو کوٹھریاں، ایک فصیل خانہ اور ایک باورچی خانہ تھا۔ کوٹھری میں صرف ایک ہی الماری تھی مگر اس کے کواڑ نہیں تھے۔ بالآخر اس نے کتبہ کو اس بے کواڑ کی الماری میں رکھ دیا
raw/printed/Printed_Text_images/Printed_text_image3.jpeg,سید سلیمان ندوی
raw/printed/Printed_Text_images/Printed_text_image4.jpeg,س نہج میں مصنف ''ابن انشا'' نے معاشرتی ناہمواریوں، لسانی تعصب، دولت اور حقوق کی غیر منصفانہ تقسیم اور حساب کے پردے میں پیش کیا ہے، جس کے ذریعے مصنف نے معاشرے کے کمزوروں اور ناداروں...
raw/printed/Printed_Text_images/Printed_text_image5.jpeg,"
ہر شعر کے آخر میں ردیف سے قبل آنے والے ہم آواز الفاظ کو قافیہ کہا جاتا ہے۔ مثلاً: مرزا غالب کی ایک معروف غزل کا شعر
''دل ناداں تجھے ہوا کیا ہے، آخر اس درد کی دوا کیا ہے''
اس شعر میں قافیہ کو سرخ رنگ سے نمایاں کیا گیا ہے۔ اسی غزل کے مزید..."
raw/printed/Printed_Text_images/Printed_text_image6.jpeg,"
زمانہ بڑے شوق سے سن رہا تھا
ہمیں خواب سو گئے داستاں کہتے کہتے"
raw/printed/Printed_Text_images/Printed_text_image7.jpeg,سورۃ الحج
