image,text
data/raw/dataset/10038.png,"سنا ہے کہ ہلسا مچھلی بہت ذائقہ دار ہوتی ہے‘۔ 
"
data/raw/dataset/10039.png,"واضح رہے کہ بنگلہ دیش میں ہلسا مچھلی کو بہت 
"
data/raw/dataset/1004.png,"آئی۔  
"
data/raw/dataset/10040.png,"پسند کیا جاتا ہے۔ اگرچہ ہلسا مچھلی بھارت کے بازاروں 
"
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.16.48 PM.jpeg,پاکستان کرکٹ بورڈ (پی سی بی) اور سعودی عرب کرکٹ فیڈریشن کے درمیان کرکٹ کے فروغ اور انفرا اسٹرکچر کی ترقی کے لیے مفاہمتی یادداشت (ایم او یو) پر دستخط کر دیے گئے، جس کے تحت جدہ میں ایک جدید بین الاقوامی معیار کا کرکٹ اسٹیڈیم تعمیر کیا جائے گا۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.18.04 PM.jpeg,امریکی صدر کا کہنا ہے کہ ایران کی قیادت نے مذاکرات کی خواہش ظاہر کی ہے تاہم ان کے بقول اگر حالات نے مجبور کیا تو امریکہ ملاقات سے پہلے بھی اقدام کر سکتا ہے جبکہ ایران میں حکومت مخالف مظاہرے شدت اختیار کر چکے ہیں۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.18.51 PM.jpeg,9 مئی کو ریڈیو پاکستان پر حملے میں سہیل آفریدی کی موجودگی کی تصدیق۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.20.16 PM.jpeg,معاہدے کے تحت جدید اور مربوط کرکٹ انفرا اسٹرکچر کی تعمیر کے علاوہ سعودی عرب میں کرکٹ کے فروغ، نوجوان کھلاڑیوں کی تربیت اور انہیں نئے مواقع فراہم کرنے پر بھی توجہ دی جائے گی۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.21.36 PM.jpeg,چین، انڈیا اور عراق اربوں ڈالر کے منجمد ایرانی اثاثے کیوں بحال نہیں کر پاتے؟
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.22.11 PM.jpeg,سال 2025 کے بارے میں درج کرائی گئی مالیاتی رپورٹ کے مطابق امریکی صدر ڈونلڈ ٹرمپ نے ایک سال میں کرپٹو کرنسی کے کاروبار کے ذریعے ایک ارب ڈالر سے زیادہ رقم کمائی۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.22.27 PM.jpeg,927 صفحات پر مشتمل ان انکشافات میں انہوں نے ’سیلیبریشن کوائنز‘ نامی ایک کمپنی سے 635 ملین ڈالر رائلٹی کی مد میں موصول ہونا ظاہر کیے۔ یہ سمجھا جاتا ہے کہ ٹرمپ میم کوائن کے پیچھے یہی کمپنی ہے۔ اس میم کوائن کی قدر میں ٹرمپ کے اقتدار سنبھالنے سے چند دن پہلے تیزی آئی اور بعد میں نمایاں کمی آئی۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.23.03 PM.jpeg,ٹرمپ نے ورلڈ لبرٹی فنانشل سے 500 ملین ڈالر سے زیادہ آمدن بھی ظاہر کی۔ یہ ایک کرپٹو کرنسی فرم ہے جسے ان کے بیٹوں اور ان کے خصوصی ایلچی سٹیو وٹکوف کے بچوں نے قائم کیا تھا۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.23.34 PM.jpeg,وائٹ ہاؤس نے اس بات کی تردید کی کہ ڈونلڈ ٹرمپ صدارت سے مالی فائدہ حاصل کر رہے ہیں۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.24.01 PM.jpeg,ٹرمپ نے بدھ کو کہا کہ سٹاک مارکیٹوں میں بہتر ہوتے رجحانات سے ’ہر کوئی‘ فائدہ اٹھا رہا ہے اور یہ کہ وہ اپنے ذاتی مالی معاملات میں مداخلت نہیں کرتے۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.24.40 PM.jpeg,وائٹ ہاؤس کی نائب پریس سیکریٹری اینا کیلی نے کہا کہ صدر نے فخر سے امریکہ کو ’دنیا کا کرپٹو دارالحکومت‘ بنایا۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.25.03 PM.jpeg,سعودی وزیر داخلہ عبدالعزیز بن سعود بن نایف کی جانب سے جاری کیے گئے بیان میں کہا گیا ہے کہ ’ہم نے دونوں ممالک کے درمیان سکیورٹی تعاون کو مضبوط بنانے کے لیے اپنے مشترکہ عزم کا اعادہ کیا اور سکیورٹی کے شعبے میں ایک مفاہمت کی یادداشت پر دستخط کیے۔‘
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.25.41 PM.jpeg,شہباز شریف ایرانی سپریم لیڈر آیت اللہ خامنہ ای کی نماز جنازہ میں شرکت کریں گے: دفتر خارجہ
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.25.59 PM.jpeg,پاکستان کے صوبہ خیبرپختونخوا میں حالیہ تیز بارشوں، آندھی اور فلیش فلڈ کے نتیجے میں مختلف حادثات میں چھ افراد ہلاک اور 19 زخمی ہوگئے، جبکہ 38 گھروں کو نقصان پہنچا ہے۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.27.39 PM.jpeg,پاکستان کی وزارتِ خارجہ کے مطابق دوحہ میں پاکستان اور قطر کے ثالثوں نے امریکہ اور ایران کے مذاکرات کاروں سے الگ الگ ملاقاتیں کی ہیں۔ بیان میں کہا گیا ہے کہ مذاکرات کا اگلا دور ایرانی رہبر اعلیٰ آیت اللہ علی خامنہ ای کے جنازے کے بعد ہوگا۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.27.52 PM.jpeg,امریکی فوج نے اعلان کیا ہے کہ بدھ کے روز بحیرہ عرب میں ایک ’ایم ایچ 60 ایس‘ سی ہاک ہیلی کاپٹر کی ہنگامی لینڈنگ کے بعد ایک امریکی سروس ممبر لاپتہ ہو گیا جبکہ تین دیگر اہلکار زخمی ہوئے۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.28.18 PM.jpeg,امریکہ کے نائب صدر جے ڈی وینس نے کہا ہے کہ صدر ٹرمپ کسی واضح اور متعین مقصد کے بغیر ایران میں فوجی کارروائیاں دوبارہ شروع کرنے کے حق میں نہیں ہیں۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.29.43 PM.jpeg,قطری وزارتِ خارجہ کے مطابق پاکستان اور قطر کے ثالثوں نے بدھ کو امریکہ اور ایران کے مذاکرات کاروں کے ساتھ الگ الگ ملاقاتیں مکمل کر لی ہیں۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.30.31 PM.jpeg,ایرانی پارلیمان کے سپیکر محمد باقر قالیباف نے کہا ہے کہ ایران کے جن جوہری مراکز کو بمباری سے نقصان پہنچا ہے، وہاں عالمی توانائی ایجنسی کے معائنہ کاروں کو رسائی کی کسی صورت اجازت نہیں دی جائے گی۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.30.45 PM.jpeg,سعودی عرب کے وزیر داخلہ نے پاکستانی ہم منصب محسن نقوی کے ہمراہ سکیورٹی کے شعبے میں دونوں ممالک کے درمیان تعاون کو فروغ دینے کے لیے ریاض میں مفاہمتی یادداشت پر دستخط کیے ہیں۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.32.37 PM.jpeg,لاہور کے علاقے باغبانپورہ میں زیر تعمیر عمارت کی دیوار گرنے سے ایک بچہ ہلاک جبکہ چار افراد زخمی ہو گئے ہیں۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.33.31 PM.jpeg,ریسکیو 1122 کے مطابق باغبانپورہ ویمن کالج روڈ کے علاقے میں واقع عمارت میں ایک کمرے کی چھت ٹی آر گارڈر کی بنی تھی۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.34.00 PM.jpeg,ریسکیو 1122 کا کہنا ہے کہ پانچ افراد کو ہسپتال منتقل کیا گیا جن میں ایک آٹھ سالہ بچے کی حالت تشویشناک تھی جو ہسپتال میں دم توڑ گیا۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.34.39 PM.jpeg,ریسکیو کے مطابق تاحال بچے کی شناخت نہیں ہو سکی، تاہم دیگر زخمی افراد میں 35 سالہ خضر، 38 سالہ شکیل، 32 سالہ عبد الطیف اور 42 سالہ نذیر شامل ہیں۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.35.01 PM.jpeg,"جہاز رانی سے متعلق یونینوں اور کمپنیوں نے اعلان کیا ہے کہ آبنائے ہرمز کو کم از کم اگلے آٹھ دن تک ’جنگی آپریشنز زون‘ تصور کیا جائے گا۔

یہ فیصلہ ایران اور امریکہ کے درمیان جنگ بندی کے باوجود دو بحری جہازوں پر حالیہ حملوں کے بعد کیا گیا ہے۔

بیان کے مطابق آبنائے ہرمز کم از کم نو جولائی تک ’جنگی آپریشنز زون‘ رہے گی، جبکہ صورتحال کا ہفتہ وار جائزہ لیا جائے گا۔"
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.35.12 PM.jpeg,بی بی سی فارس کے مطابق انٹرنیشنل ٹرانسپورٹ ورکرز فیڈریشن اور جہاز مالکان کی نمائندہ تنظیم جوائنٹ نیگوشیئنگ گروپ نے اپنے مشترکہ بیان میں کہا ہے کہ یہ فیصلہ ’انسانی زندگی کو درپیش سنگین اور مسلسل خطرات اور خطے میں تیزی سے بدلتی صورتحال‘ کے پیش نظر کیا گیا۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.35.24 PM.jpeg,بی بی سی فارسی نے خبر رساں ادارے اے ایف پی کا حوالے دیتے ہوئے بتایا کہ مذاکرات سے واقف ایک ذریعے کے مطابق اگر گزشتہ جمعرات کے بعد دو مختلف دنوں میں بحری جہازوں کو نشانہ نہ بنایا جاتا اور آمدورفت معمول کے مطابق رہتی تو اس ہفتے درجہ بندی پر نظرِ ثانی ممکن تھی۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.35.52 PM.jpeg,یاد رہے کہ آبنائے ہرمز کو پہلی بار پانچ مارچ کو جنگی آپریشن زون کی کیٹیگری میں شامل کیا گیا تھا جب توانائی بردار بحری جہازوں کو نشانہ بنایا گیا تھا۔
data/raw/newspaper/WhatsApp Image 2026-07-02 at 3.49.41 PM.jpeg,یہ درجہ بندی ان بحری جہازوں پر لاگو ہوتی ہے جن کے مالکان انٹرنیشنل بارگیننگ فورم کے لیبر معاہدوں کا حصہ ہیں، اور ایسے جہازوں کی تعداد دنیا بھر میں تقریباً 15 ہزار ہے۔
data/raw/synthetic/00ae7679-3e15-4161-ad25-06d03f539f9a.jpg,صبر کا پھل میٹھا ہوتا ہے
data/raw/synthetic/06258762-3e93-4fb5-9856-666715544b0d.jpg,تعلیم ہر انسان کا حق ہے
data/raw/synthetic/06bf5d08-9508-4cfe-9c56-77e6e0542b3b.jpg,دوستی ایک انمول رشتہ ہے
data/raw/synthetic/1dafb89e-a9ee-4e46-8a0b-38776f777dfb.jpg,پانی زندگی کی بنیاد ہے
data/raw/synthetic/21ecbd37-a9bb-4e8b-8c53-2471ffc288b6.jpg,خوشی بانٹنے سے بڑھتی ہے
data/raw/synthetic/27333b38-8eb5-469e-96d8-21fe2e9bb110.jpg,کراچی پاکستان کا سب سے بڑا شہر ہے
data/raw/synthetic/3a07ff17-e297-4e55-bf13-d706d43ff6da.jpg,محبت سے دل جیتے جاتے ہیں
data/raw/synthetic/58208c93-88aa-44a8-9c26-83e8c5a5280f.jpg,ورزش صحت کے لیے ضروری ہے
data/raw/synthetic/6aed97fb-773d-4820-bdc7-4f4380438fb6.jpg,استاد قوم کا معمار ہوتا ہے
data/raw/synthetic/8bdd3dc8-8776-43d6-9e17-0eb3a480d5af.jpg,اردو ہماری قومی زبان ہے
data/raw/synthetic/9612b72d-637e-4f48-85e2-00e0cdd71890.jpg,وقت کی قدر کرو
data/raw/synthetic/9ce4e525-86c0-4b71-8d90-574492e056f7.jpg,محنت کامیابی کی کنجی ہے
data/raw/synthetic/a50c5ee4-4976-4ec7-b021-3cbb24625d26.jpg,کتاب انسان کی بہترین دوست ہے
data/raw/synthetic/bf7b505b-471b-4799-bd65-5c3beab81505.jpg,ایمانداری بہترین پالیسی ہے
data/raw/synthetic/c0d34bad-1740-4269-92fa-a48519f31d7e.jpg,پاکستان زندہ باد
data/raw/synthetic/d20ce7c3-e893-4857-8210-c361fe9a1f0f.jpg,آج کا موسم خوشگوار ہے
data/raw/synthetic/d4e83e36-8f2c-44c6-bf8f-439b15c19aeb.jpg,سچائی ہمیشہ فتح یاب ہوتی ہے
data/raw/synthetic/d83e4fba-2dd6-4506-b7da-1db857bc4291.jpg,علم انسان کو روشنی دیتا ہے
data/raw/synthetic/f080f490-9f0b-4dc8-aec8-117bb9523f33.jpg,درخت لگانا نیکی کا کام ہے
data/raw/synthetic/f5c9b1cf-b66e-408f-85bd-1a7093ffd9b5.jpg,صحت ہی اصل دولت ہے
